,Game,AgeRestriction,GameDescription,Reviews,ReviewSentiment,ReleaseDate,Developer,FullPrice,DiscountedPrice,PEGI,MetacriticScore,Type,LastUpdate,GamesLanguages,GameFeatures,DRM Notice,GameAchievements,CuratorReviews
301,Divinity: Original Sin 2 - Divine Ascension,No,,"Análises em geral:
Muito positivas (234 análises)",Muito positivas,14/set./2017,Larian Studios,"R$ 27,99","R$ 11,19",,,"Aventura, RPG, Estratégia",,1,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Cooperativo on-line
Coop. tela dividida/compart.
Conteúdo adicional
Compat. total com controle
Nuvem Steam",Not required,0,3 curadores analisaram este produto. Clique aqui para saber quais.
302,Gunfire Reborn,Yes,"Gunfire Reborn é um jogo de aventura em níveis com características de FPS, Roguelite e RPG. Jogadores podem controlar heróis com diversas habilidades para vivenciar diversas formas de jogo, com armas deixadas aleatoriamente para explorar níveis aleatórios. Pode ser jogado de 1 até 4 pessoas.","Análises em geral:
Muito positivas (72,988 análises)",Muito positivas,17/nov./2021,Duoyi Games,"R$ 55,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Ação, Aventura, Indie, RPG",Ver todas as atualizações (última: 31 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conquistas Steam
Cartas Colecionáveis Steam
Compat. parcial com controle
Nuvem Steam
Remote Play no celular
Remote Play no tablet",Requer aceitação de contrato de terceiros,Inclui 114 Conquistas Steam,326 curadores analisaram este produto. Clique aqui para saber quais.
303,Celeste,No,"Ajude Madeline a enfrentar seus demônios internos em sua jornada até o topo da Montanha Celeste, nesse jogo de plataforma super afiado dos criadores de TowerFall. Desbrave centenas de desafios meticulosos, descubra segredos complicados e desvende o mistério da montanha.","Análises em geral:
Extremamente positivas (64,960 análises)",Extremamente positivas,25/jan./2018,"Extremely OK Games, Ltd.","R$ 36,99",0,,88,"Ação, Aventura, Indie",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV",Not required,Inclui 32 Conquistas Steam,482 curadores analisaram este produto. Clique aqui para saber quais.
304,Skullgirls 2nd Encore,Yes,"A experiência definitiva de Skullgirls! Com 14 personagens animados à mão, modo história com vozes, inúmeras paletas e netcode multijogador baseado em GGPO sem igual.","Análises em geral:
Extremamente positivas (19,207 análises)",Extremamente positivas,22/ago./2013,Hidden Variable Studios,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,83,"Ação, Indie",Ver todas as atualizações (última: 29 de mar.),Ver todos os 7 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Classificações Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together",Not required,Inclui 45 Conquistas Steam,738 curadores analisaram este produto. Clique aqui para saber quais.
305,LIVE A LIVE,No,"A lenda está viva! LIVE A LIVE, originalmente lançado apenas para o Super Famicom, no Japão, está sendo trazido de volta no Steam! Vivencie este lendário RPG com nova vida no mesmo estilo visual de HD-2D de OCTOPATH TRAVELER.",,,27/abr./2023,"Square Enix, historia Inc.","R$ 219,90","R$ 175,92",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,,"Aventura, RPG",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Compat. parcial com controle
Nuvem Steam",Requer aceitação de contrato de terceiros,0,7 curadores analisaram este produto. Clique aqui para saber quais.
306,Stormworks: Build and Rescue,Yes,"Junte-se a um mundo onde você projeta, cria e pilota seu próprio serviço de resgate marítimo. Desperte seu herói interior enquanto batalha tempestades ferozes no mar para resgatar os necessitados.","Análises em geral:
Muito positivas (31,828 análises)",Muito positivas,17/set./2020,Geometa,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,Simulação,Ver todas as atualizações (última: 31 de mar.),1,"Um jogador
JxJ on-line
Cooperativo on-line
Oficina Steam
Compat. parcial com controle",Not required,0,139 curadores analisaram este produto. Clique aqui para saber quais.
307,American Truck Simulator - Colorado,No,,"Análises em geral:
Muito positivas (601 análises)",Muito positivas,12/nov./2020,SCS Software,"R$ 31,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Indie, Simulação",Ver todas as atualizações (última: hoje),Ver todos os 24 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compat. parcial com controle
Nuvem Steam
Inclui editor de níveis",Not required,0,10 curadores analisaram este produto. Clique aqui para saber quais.
308,My Dream Setup,No,"My Dream Setup is a simulation game about building the room you've always dreamed of. A huge selection of furniture, computers and their accessories, posters, pictures, plants, and other interior details await you. Try all of them and create your dream setup.","Análises em geral:
Muito positivas (648 análises)",Muito positivas,20/fev./2023,Campfire Studio,"R$ 20,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Casual, Indie, Simulação",,Ver todos os 5 idiomas disponíveis,"Um jogador
Conquistas Steam",Not required,Inclui 17 Conquistas Steam,32 curadores analisaram este produto. Clique aqui para saber quais.
309,Farming Simulator 17,No,"Assuma o papel de um fazendeiro moderno em Farming Simulator 17! Mergulhe em um enorme mundo aberto com colheitas fartas de novos conteúdos: novos ambientes, veículos, animais, colheitas e mecânicas de jogo!","Análises em geral:
Muito positivas (20,027 análises)",Muito positivas,24/out./2016,GIANTS Software,"R$ 37,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,69,Simulação,,Ver todos os 18 idiomas disponíveis,"Um jogador
Multijogador multiplataforma
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play na TV",Requer aceitação de contrato de terceiros,Inclui 17 Conquistas Steam,188 curadores analisaram este produto. Clique aqui para saber quais.
310,LEGO® Marvel™ Super Heroes,No,"LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world.","Análises em geral:
Muito positivas (13,800 análises)",Muito positivas,22/out./2013,Traveller's Tales,"R$ 36,99",0,,78,"Ação, Aventura",,Ver todos os 10 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together",Requer aceitação de contrato de terceiros,Inclui 45 Conquistas Steam,312 curadores analisaram este produto. Clique aqui para saber quais.
311,Like a Dragon: Ishin!,Yes,A Kyo de 1860 é assolada pela desigualdade – um samurai mudará o rumo da história em sua busca por justiça. Saque sua lâmina e junte-se à revolução nesta aventura histórica. Compre em pré-venda para adicionar três armas exclusivas ao seu arsenal.,"Análises em geral:
Muito positivas (2,138 análises)",Muito positivas,21/fev./2023,Ryu Ga Gotoku Studio,"R$ 299,95",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, Aventura",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 56 Conquistas Steam,100 curadores analisaram este produto. Clique aqui para saber quais.
312,Aim Lab,No,O melhor treinamento para jogos FPS/TPS: Aim Lab combina monitoramento e análises de desempenho de última geração com aprendizagem de máquina para que você fique melhor mais rápido.,"Análises em geral:
Muito positivas (86,176 análises)",Muito positivas,7/fev./2018,Statespace,Gratuito,0,,,"Ação, Aventura, Casual, Gratuito p/ Jogar, Indie, Simulação, Acesso Antecipado",Ver todas as atualizações (última: 7 de abr.),Ver todos os 15 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Oficina Steam
Estatísticas
Classificações Steam",Requer aceitação de contrato de terceiros,Inclui 100 Conquistas Steam,133 curadores analisaram este produto. Clique aqui para saber quais.
313,FINAL FANTASY VII REMAKE INTERGRADE,No,"Cloud Strife, ex-agente da SOLDIER, chega a Midgar, a cidade movida a energia de mako. O clássico atemporal FINAL FANTASY VII renasceu, com gráficos de última geração, um novo sistema de combate e uma aventura adicional com Yuffie Kisaragi.","Análises em geral:
Muito positivas (12,627 análises)",Muito positivas,17/jun./2022,Square Enix,"R$ 349,90",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, RPG",,Ver todos os 11 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 63 Conquistas Steam,133 curadores analisaram este produto. Clique aqui para saber quais.
314,The Magical Mixture Mill,No,"Prepare misturas mágicas para heróis locais — para eles voltarem sempre! Trabalhe com uma bruxa que adora cogumelos para restaurar a loja decadente dela. Crie linhas de produção automatizadas, misture ingredientes exóticos, explore um mundo e torça para que nada exploda.","Análises em geral:
Muito positivas (74 análises)",Muito positivas,5/abr./2023,Glowlight,"R$ 79,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Aventura, Casual, Indie, Simulação, Acesso Antecipado",Ver todas as atualizações (última: 6 de fev.),1,Um jogador,Not required,Inclui 9 Conquistas Steam,11 curadores analisaram este produto. Clique aqui para saber quais.
315,"Resident Evil 4 - Traje e Filtro de Leon: ""Vilão""",Yes,,"Análises em geral:
Muito positivas (61 análises)",Muito positivas,23/mar./2023,"CAPCOM Co., Ltd.","R$ 16,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, Aventura",,Ver todos os 13 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,0,0
316,Planet Zoo: Africa Pack,Yes,,"Análises em geral:
Muito positivas (118 análises)",Muito positivas,22/jun./2021,Frontier Developments,"R$ 24,34","R$ 12,17",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Casual, Simulação, Estratégia",Ver todas as atualizações (última: 4 de abr.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
317,Chorus,Yes,"Outrora a guerreira mais mortal do Círculo, é agora a sua fugitiva mais procurada. Lado a lado com Forsaken, o seu caça estelar, conduz Nara a uma jornada pela galáxia para unir forças de resistência ao Círculo e libertar o universo da opressão.","Análises em geral:
Muito positivas (1,991 análises)",Ligeiramente positivas,3/dez./2021,Deep Silver Fishlabs,"R$ 75,99","R$ 28,11",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,76,"Ação, Aventura",,Ver todos os 12 idiomas disponíveis,"Um jogador
Compat. total com controle",Not required,Inclui 42 Conquistas Steam,104 curadores analisaram este produto. Clique aqui para saber quais.
318,Planet Zoo: South America Pack,Yes,,"Análises em geral:
Neutras (324 análises)",Neutras,7/abr./2020,Frontier Developments,"R$ 24,34","R$ 12,17",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Simulação, Estratégia",Ver todas as atualizações (última: 4 de abr.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,7 curadores analisaram este produto. Clique aqui para saber quais.
319,Mafia III: Definitive Edition,Yes,"É 1968 e as regras mudaram. Depois de anos no Vietnã, Lincoln Clay sabe de uma verdade: a família não é aquela com quem você nasce, mas aquela por quem você morre.","Análises em geral:
Neutras (26,596 análises)",Neutras,19/mai./2020,"Hangar 13, Aspyr (Mac)","Note: Your saved progress will transfer to the full game, if purchased.","R$ 56,09",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,62,"Ação, Aventura",,Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play no tablet
Remote Play na TV",Requer aceitação de contrato de terceiros,Inclui 85 Conquistas Steam,334 curadores analisaram este produto. Clique aqui para saber quais.
320,Dead by Daylight - Resident Evil: PROJECT W Chapter,Yes,,"Análises em geral:
Ligeiramente positivas (1,179 análises)",Ligeiramente negativas,30/ago./2022,Behaviour Interactive Inc.,"R$ 29,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,Ação,Ver todas as atualizações (última: 22 de mar.),Ver todos os 15 idiomas disponíveis,"JxJ on-line
Cooperativo on-line
Multijogador multiplataforma
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV",Not required,0,10 curadores analisaram este produto. Clique aqui para saber quais.
321,FAR: Changing Tides,No,Uma aventura envolvente que conta a história de um jovem e seu navio em busca de uma nova casa.,"Análises em geral:
Muito positivas (2,351 análises)",Muito positivas,1/mar./2022,Okomotive,"R$ 39,99","R$ 13,99",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Aventura",,Ver todos os 16 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 35 Conquistas Steam,69 curadores analisaram este produto. Clique aqui para saber quais.
322,"Yes, Your Grace",Yes,"These are troubling times, Your Grace. The petitioners’ petty matters exceed our limited resources, to say nothing of the war. A careful balance must be struck. Your throne awaits.","Análises em geral:
Muito positivas (6,261 análises)",Muito positivas,6/mar./2020,Brave At Night,"R$ 37,99","R$ 15,19",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Aventura, RPG, Simulação, Estratégia",,Ver todos os 7 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Remote Play no celular
Remote Play no tablet",Not required,Inclui 35 Conquistas Steam,111 curadores analisaram este produto. Clique aqui para saber quais.
